A1,A2,A3,A4,A5,B,composition,Pred_Phase_p06
Mg,Mn,Ag,Fe,Zn,Mn,Mg0.2Mn0.2Ag0.2Fe0.2Zn0.2Mn2O4,0
Mg,Mn,Ag,Fe,Zn,Mo,Mg0.2Mn0.2Ag0.2Fe0.2Zn0.2Mo2O4,0
Mg,Mn,Ag,Fe,Zn,N,Mg0.2Mn0.2Ag0.2Fe0.2Zn0.2N2O4,0
Mg,Mn,Ag,Fe,Zn,Nb,Mg0.2Mn0.2Ag0.2Fe0.2Zn0.2Nb2O4,0
Mg,Mn,Ag,Fe,Zn,Ni,Mg0.2Mn0.2Ag0.2Fe0.2Zn0.2Ni2O4,0
Mg,Mn,Ag,Fe,Zn,Ru,Mg0.2Mn0.2Ag0.2Fe0.2Zn0.2Ru2O4,1
Mg,Mn,Ag,Ni,Co,Ag,Mg0.2Mn0.2Ag0.2Ni0.2Co0.2Ag2O4,1
Mg,Mn,Ag,Ni,Co,Al,Mg0.2Mn0.2Ag0.2Ni0.2Co0.2Al2O4,1
Mg,Mn,Ag,Ni,Co,B,Mg0.2Mn0.2Ag0.2Ni0.2Co0.2B2O4,0
Mg,Mn,Ag,Ni,Co,Bi,Mg0.2Mn0.2Ag0.2Ni0.2Co0.2Bi2O4,1
Mg,Mn,Ag,Ni,Co,Ti,Mg0.2Mn0.2Ag0.2Ni0.2Co0.2Ti2O4,1
Mg,Mn,Ag,Ni,Co,Co,Mg0.2Mn0.2Ag0.2Ni0.2Co0.2Co2O4,0
Mg,Mn,Ag,Ni,Co,Cr,Mg0.2Mn0.2Ag0.2Ni0.2Co0.2Cr2O4,0
Mg,Mn,Ag,Ni,Co,Cu,Mg0.2Mn0.2Ag0.2Ni0.2Co0.2Cu2O4,0
Mg,Mn,Ag,Ni,Co,Fe,Mg0.2Mn0.2Ag0.2Ni0.2Co0.2Fe2O4,0
Mg,Mn,Ag,Ni,Co,V,Mg0.2Mn0.2Ag0.2Ni0.2Co0.2V2O4,0
Mg,Mn,Ag,Ni,Co,Ga,Mg0.2Mn0.2Ag0.2Ni0.2Co0.2Ga2O4,1
Mg,Mn,Ag,Ni,Co,In,Mg0.2Mn0.2Ag0.2Ni0.2Co0.2In2O4,1
Mg,Mn,Ag,Ni,Co,Mn,Mg0.2Mn0.2Ag0.2Ni0.2Co0.2Mn2O4,0
Mg,Mn,Ag,Ni,Co,Mo,Mg0.2Mn0.2Ag0.2Ni0.2Co0.2Mo2O4,0
Mg,Mn,Ag,Ni,Co,N,Mg0.2Mn0.2Ag0.2Ni0.2Co0.2N2O4,0
Mg,Mn,Ag,Ni,Co,Nb,Mg0.2Mn0.2Ag0.2Ni0.2Co0.2Nb2O4,0
Mg,Mn,Ag,Ni,Co,Ni,Mg0.2Mn0.2Ag0.2Ni0.2Co0.2Ni2O4,0
Mg,Mn,Ag,Ni,Co,Ru,Mg0.2Mn0.2Ag0.2Ni0.2Co0.2Ru2O4,1
Mg,Mn,Ag,Ni,Zn,Ag,Mg0.2Mn0.2Ag0.2Ni0.2Zn0.2Ag2O4,1
Mg,Mn,Ag,Ni,Zn,Al,Mg0.2Mn0.2Ag0.2Ni0.2Zn0.2Al2O4,1
Mg,Mn,Ag,Ni,Zn,B,Mg0.2Mn0.2Ag0.2Ni0.2Zn0.2B2O4,0
Mg,Mn,Ag,Ni,Zn,Bi,Mg0.2Mn0.2Ag0.2Ni0.2Zn0.2Bi2O4,1
Mg,Mn,Ag,Ni,Zn,Ti,Mg0.2Mn0.2Ag0.2Ni0.2Zn0.2Ti2O4,1
Mg,Mn,Ag,Ni,Zn,Co,Mg0.2Mn0.2Ag0.2Ni0.2Zn0.2Co2O4,1
Mg,Mn,Ag,Ni,Zn,Cr,Mg0.2Mn0.2Ag0.2Ni0.2Zn0.2Cr2O4,0
Mg,Mn,Ag,Ni,Zn,Cu,Mg0.2Mn0.2Ag0.2Ni0.2Zn0.2Cu2O4,0
Mg,Mn,Ag,Ni,Zn,Fe,Mg0.2Mn0.2Ag0.2Ni0.2Zn0.2Fe2O4,1
Mg,Mn,Ag,Ni,Zn,V,Mg0.2Mn0.2Ag0.2Ni0.2Zn0.2V2O4,1
Mg,Mn,Ag,Ni,Zn,Ga,Mg0.2Mn0.2Ag0.2Ni0.2Zn0.2Ga2O4,1
Mg,Mn,Ag,Ni,Zn,In,Mg0.2Mn0.2Ag0.2Ni0.2Zn0.2In2O4,1
Mg,Mn,Ag,Ni,Zn,Mn,Mg0.2Mn0.2Ag0.2Ni0.2Zn0.2Mn2O4,0
Mg,Mn,Ag,Ni,Zn,Mo,Mg0.2Mn0.2Ag0.2Ni0.2Zn0.2Mo2O4,0
Mg,Mn,Ag,Ni,Zn,N,Mg0.2Mn0.2Ag0.2Ni0.2Zn0.2N2O4,0
Mg,Mn,Ag,Ni,Zn,Nb,Mg0.2Mn0.2Ag0.2Ni0.2Zn0.2Nb2O4,0
Mg,Mn,Ag,Ni,Zn,Ni,Mg0.2Mn0.2Ag0.2Ni0.2Zn0.2Ni2O4,0
Mg,Mn,Ag,Ni,Zn,Ru,Mg0.2Mn0.2Ag0.2Ni0.2Zn0.2Ru2O4,1
Mg,Mn,Ag,Co,Zn,Ag,Mg0.2Mn0.2Ag0.2Co0.2Zn0.2Ag2O4,1
Mg,Mn,Ag,Co,Zn,Al,Mg0.2Mn0.2Ag0.2Co0.2Zn0.2Al2O4,1
Mg,Mn,Ag,Co,Zn,B,Mg0.2Mn0.2Ag0.2Co0.2Zn0.2B2O4,0
Mg,Mn,Ag,Co,Zn,Bi,Mg0.2Mn0.2Ag0.2Co0.2Zn0.2Bi2O4,1
Mg,Mn,Ag,Co,Zn,Ti,Mg0.2Mn0.2Ag0.2Co0.2Zn0.2Ti2O4,1
Mg,Mn,Ag,Co,Zn,Co,Mg0.2Mn0.2Ag0.2Co0.2Zn0.2Co2O4,1
Mg,Mn,Ag,Co,Zn,Cr,Mg0.2Mn0.2Ag0.2Co0.2Zn0.2Cr2O4,0
Mg,Mn,Ag,Co,Zn,Cu,Mg0.2Mn0.2Ag0.2Co0.2Zn0.2Cu2O4,0
Mg,Mn,Ag,Co,Zn,Fe,Mg0.2Mn0.2Ag0.2Co0.2Zn0.2Fe2O4,1
Mg,Mn,Ag,Co,Zn,V,Mg0.2Mn0.2Ag0.2Co0.2Zn0.2V2O4,1
Mg,Mn,Ag,Co,Zn,Ga,Mg0.2Mn0.2Ag0.2Co0.2Zn0.2Ga2O4,1
Mg,Mn,Ag,Co,Zn,In,Mg0.2Mn0.2Ag0.2Co0.2Zn0.2In2O4,1
Mg,Mn,Ag,Co,Zn,Mn,Mg0.2Mn0.2Ag0.2Co0.2Zn0.2Mn2O4,0
Mg,Mn,Ag,Co,Zn,Mo,Mg0.2Mn0.2Ag0.2Co0.2Zn0.2Mo2O4,0
Mg,Mn,Ag,Co,Zn,N,Mg0.2Mn0.2Ag0.2Co0.2Zn0.2N2O4,0
Mg,Mn,Ag,Co,Zn,Nb,Mg0.2Mn0.2Ag0.2Co0.2Zn0.2Nb2O4,0
Mg,Mn,Ag,Co,Zn,Ni,Mg0.2Mn0.2Ag0.2Co0.2Zn0.2Ni2O4,0
Mg,Mn,Ag,Co,Zn,Ru,Mg0.2Mn0.2Ag0.2Co0.2Zn0.2Ru2O4,1
Mg,Mn,Fe,Ni,Co,Ag,Mg0.2Mn0.2Fe0.2Ni0.2Co0.2Ag2O4,1
Mg,Mn,Fe,Ni,Co,Al,Mg0.2Mn0.2Fe0.2Ni0.2Co0.2Al2O4,1
Mg,Mn,Fe,Ni,Co,B,Mg0.2Mn0.2Fe0.2Ni0.2Co0.2B2O4,0
Mg,Mn,Fe,Ni,Co,Bi,Mg0.2Mn0.2Fe0.2Ni0.2Co0.2Bi2O4,1
Mg,Mn,Fe,Ni,Co,Ti,Mg0.2Mn0.2Fe0.2Ni0.2Co0.2Ti2O4,1
Mg,Mn,Fe,Ni,Co,Co,Mg0.2Mn0.2Fe0.2Ni0.2Co0.2Co2O4,1
Mg,Mn,Fe,Ni,Co,Cr,Mg0.2Mn0.2Fe0.2Ni0.2Co0.2Cr2O4,0
Mg,Mn,Fe,Ni,Co,Cu,Mg0.2Mn0.2Fe0.2Ni0.2Co0.2Cu2O4,0
Mg,Mn,Fe,Ni,Co,Fe,Mg0.2Mn0.2Fe0.2Ni0.2Co0.2Fe2O4,1
Mg,Mn,Fe,Ni,Co,V,Mg0.2Mn0.2Fe0.2Ni0.2Co0.2V2O4,1
Mg,Mn,Fe,Ni,Co,Ga,Mg0.2Mn0.2Fe0.2Ni0.2Co0.2Ga2O4,1
Mg,Mn,Fe,Ni,Co,In,Mg0.2Mn0.2Fe0.2Ni0.2Co0.2In2O4,1
Mg,Mn,Fe,Ni,Co,Mn,Mg0.2Mn0.2Fe0.2Ni0.2Co0.2Mn2O4,1
Mg,Mn,Fe,Ni,Co,Mo,Mg0.2Mn0.2Fe0.2Ni0.2Co0.2Mo2O4,1
Mg,Mn,Fe,Ni,Co,N,Mg0.2Mn0.2Fe0.2Ni0.2Co0.2N2O4,0
Mg,Mn,Fe,Ni,Co,Nb,Mg0.2Mn0.2Fe0.2Ni0.2Co0.2Nb2O4,1
Mg,Mn,Fe,Ni,Co,Ni,Mg0.2Mn0.2Fe0.2Ni0.2Co0.2Ni2O4,0
Mg,Mn,Fe,Ni,Co,Ru,Mg0.2Mn0.2Fe0.2Ni0.2Co0.2Ru2O4,1
Mg,Mn,Fe,Ni,Zn,Ag,Mg0.2Mn0.2Fe0.2Ni0.2Zn0.2Ag2O4,1
Mg,Mn,Fe,Ni,Zn,Al,Mg0.2Mn0.2Fe0.2Ni0.2Zn0.2Al2O4,1
Mg,Mn,Fe,Ni,Zn,B,Mg0.2Mn0.2Fe0.2Ni0.2Zn0.2B2O4,0
Mg,Mn,Fe,Ni,Zn,Bi,Mg0.2Mn0.2Fe0.2Ni0.2Zn0.2Bi2O4,1
Mg,Mn,Fe,Ni,Zn,Ti,Mg0.2Mn0.2Fe0.2Ni0.2Zn0.2Ti2O4,1
Mg,Mn,Fe,Ni,Zn,Co,Mg0.2Mn0.2Fe0.2Ni0.2Zn0.2Co2O4,1
Mg,Mn,Fe,Ni,Zn,Cr,Mg0.2Mn0.2Fe0.2Ni0.2Zn0.2Cr2O4,0
Mg,Mn,Fe,Ni,Zn,Cu,Mg0.2Mn0.2Fe0.2Ni0.2Zn0.2Cu2O4,0
Mg,Mn,Fe,Ni,Zn,Fe,Mg0.2Mn0.2Fe0.2Ni0.2Zn0.2Fe2O4,1
Mg,Mn,Fe,Ni,Zn,V,Mg0.2Mn0.2Fe0.2Ni0.2Zn0.2V2O4,1
Mg,Mn,Fe,Ni,Zn,Ga,Mg0.2Mn0.2Fe0.2Ni0.2Zn0.2Ga2O4,1
Mg,Mn,Fe,Ni,Zn,In,Mg0.2Mn0.2Fe0.2Ni0.2Zn0.2In2O4,1
Mg,Mn,Fe,Ni,Zn,Mn,Mg0.2Mn0.2Fe0.2Ni0.2Zn0.2Mn2O4,1
Mg,Mn,Fe,Ni,Zn,Mo,Mg0.2Mn0.2Fe0.2Ni0.2Zn0.2Mo2O4,1
Mg,Mn,Fe,Ni,Zn,N,Mg0.2Mn0.2Fe0.2Ni0.2Zn0.2N2O4,0
Mg,Mn,Fe,Ni,Zn,Nb,Mg0.2Mn0.2Fe0.2Ni0.2Zn0.2Nb2O4,1
Mg,Mn,Fe,Ni,Zn,Ni,Mg0.2Mn0.2Fe0.2Ni0.2Zn0.2Ni2O4,0
Mg,Mn,Fe,Ni,Zn,Ru,Mg0.2Mn0.2Fe0.2Ni0.2Zn0.2Ru2O4,1
Mg,Mn,Fe,Co,Zn,Ag,Mg0.2Mn0.2Fe0.2Co0.2Zn0.2Ag2O4,1
Mg,Mn,Fe,Co,Zn,Al,Mg0.2Mn0.2Fe0.2Co0.2Zn0.2Al2O4,1
Mg,Mn,Fe,Co,Zn,B,Mg0.2Mn0.2Fe0.2Co0.2Zn0.2B2O4,0
Mg,Mn,Fe,Co,Zn,Bi,Mg0.2Mn0.2Fe0.2Co0.2Zn0.2Bi2O4,1
Mg,Mn,Fe,Co,Zn,Ti,Mg0.2Mn0.2Fe0.2Co0.2Zn0.2Ti2O4,1
Mg,Mn,Fe,Co,Zn,Co,Mg0.2Mn0.2Fe0.2Co0.2Zn0.2Co2O4,1
Mg,Mn,Fe,Co,Zn,Cr,Mg0.2Mn0.2Fe0.2Co0.2Zn0.2Cr2O4,0
Mg,Mn,Fe,Co,Zn,Cu,Mg0.2Mn0.2Fe0.2Co0.2Zn0.2Cu2O4,0
Mg,Mn,Fe,Co,Zn,Fe,Mg0.2Mn0.2Fe0.2Co0.2Zn0.2Fe2O4,1
Mg,Mn,Fe,Co,Zn,V,Mg0.2Mn0.2Fe0.2Co0.2Zn0.2V2O4,1
Mg,Mn,Fe,Co,Zn,Ga,Mg0.2Mn0.2Fe0.2Co0.2Zn0.2Ga2O4,1
Mg,Mn,Fe,Co,Zn,In,Mg0.2Mn0.2Fe0.2Co0.2Zn0.2In2O4,1
Mg,Mn,Fe,Co,Zn,Mn,Mg0.2Mn0.2Fe0.2Co0.2Zn0.2Mn2O4,1
Mg,Mn,Fe,Co,Zn,Mo,Mg0.2Mn0.2Fe0.2Co0.2Zn0.2Mo2O4,1
Mg,Mn,Fe,Co,Zn,N,Mg0.2Mn0.2Fe0.2Co0.2Zn0.2N2O4,0
Mg,Mn,Fe,Co,Zn,Nb,Mg0.2Mn0.2Fe0.2Co0.2Zn0.2Nb2O4,1
Mg,Mn,Fe,Co,Zn,Ni,Mg0.2Mn0.2Fe0.2Co0.2Zn0.2Ni2O4,0
Mg,Mn,Fe,Co,Zn,Ru,Mg0.2Mn0.2Fe0.2Co0.2Zn0.2Ru2O4,1
Mg,Mn,Ni,Co,Zn,Ag,Mg0.2Mn0.2Ni0.2Co0.2Zn0.2Ag2O4,1
Mg,Mn,Ni,Co,Zn,Al,Mg0.2Mn0.2Ni0.2Co0.2Zn0.2Al2O4,1
Mg,Mn,Ni,Co,Zn,B,Mg0.2Mn0.2Ni0.2Co0.2Zn0.2B2O4,0
Mg,Mn,Ni,Co,Zn,Bi,Mg0.2Mn0.2Ni0.2Co0.2Zn0.2Bi2O4,1
Mg,Mn,Ni,Co,Zn,Ti,Mg0.2Mn0.2Ni0.2Co0.2Zn0.2Ti2O4,1
Mg,Mn,Ni,Co,Zn,Co,Mg0.2Mn0.2Ni0.2Co0.2Zn0.2Co2O4,1
Mg,Mn,Ni,Co,Zn,Cr,Mg0.2Mn0.2Ni0.2Co0.2Zn0.2Cr2O4,0
Mg,Mn,Ni,Co,Zn,Cu,Mg0.2Mn0.2Ni0.2Co0.2Zn0.2Cu2O4,0
Mg,Mn,Ni,Co,Zn,Fe,Mg0.2Mn0.2Ni0.2Co0.2Zn0.2Fe2O4,1
Mg,Mn,Ni,Co,Zn,V,Mg0.2Mn0.2Ni0.2Co0.2Zn0.2V2O4,1
Mg,Mn,Ni,Co,Zn,Ga,Mg0.2Mn0.2Ni0.2Co0.2Zn0.2Ga2O4,1
Mg,Mn,Ni,Co,Zn,In,Mg0.2Mn0.2Ni0.2Co0.2Zn0.2In2O4,1
Mg,Mn,Ni,Co,Zn,Mn,Mg0.2Mn0.2Ni0.2Co0.2Zn0.2Mn2O4,1
Mg,Mn,Ni,Co,Zn,Mo,Mg0.2Mn0.2Ni0.2Co0.2Zn0.2Mo2O4,1
Mg,Mn,Ni,Co,Zn,N,Mg0.2Mn0.2Ni0.2Co0.2Zn0.2N2O4,0
Mg,Mn,Ni,Co,Zn,Nb,Mg0.2Mn0.2Ni0.2Co0.2Zn0.2Nb2O4,1
Mg,Mn,Ni,Co,Zn,Ni,Mg0.2Mn0.2Ni0.2Co0.2Zn0.2Ni2O4,0
Mg,Mn,Ni,Co,Zn,Ru,Mg0.2Mn0.2Ni0.2Co0.2Zn0.2Ru2O4,1
Mg,Cu,Ag,Fe,Ni,Ag,Mg0.2Cu0.2Ag0.2Fe0.2Ni0.2Ag2O4,1
Mg,Cu,Ag,Fe,Ni,Al,Mg0.2Cu0.2Ag0.2Fe0.2Ni0.2Al2O4,1
Mg,Cu,Ag,Fe,Ni,B,Mg0.2Cu0.2Ag0.2Fe0.2Ni0.2B2O4,0
Mg,Cu,Ag,Fe,Ni,Bi,Mg0.2Cu0.2Ag0.2Fe0.2Ni0.2Bi2O4,1
Mg,Cu,Ag,Fe,Ni,Ti,Mg0.2Cu0.2Ag0.2Fe0.2Ni0.2Ti2O4,1
Mg,Cu,Ag,Fe,Ni,Co,Mg0.2Cu0.2Ag0.2Fe0.2Ni0.2Co2O4,0
Mg,Cu,Ag,Fe,Ni,Cr,Mg0.2Cu0.2Ag0.2Fe0.2Ni0.2Cr2O4,0
Mg,Cu,Ag,Fe,Ni,Cu,Mg0.2Cu0.2Ag0.2Fe0.2Ni0.2Cu2O4,0
Mg,Cu,Ag,Fe,Ni,Fe,Mg0.2Cu0.2Ag0.2Fe0.2Ni0.2Fe2O4,0
Mg,Cu,Ag,Fe,Ni,V,Mg0.2Cu0.2Ag0.2Fe0.2Ni0.2V2O4,0
Mg,Cu,Ag,Fe,Ni,Ga,Mg0.2Cu0.2Ag0.2Fe0.2Ni0.2Ga2O4,1
Mg,Cu,Ag,Fe,Ni,In,Mg0.2Cu0.2Ag0.2Fe0.2Ni0.2In2O4,1
Mg,Cu,Ag,Fe,Ni,Mn,Mg0.2Cu0.2Ag0.2Fe0.2Ni0.2Mn2O4,0
Mg,Cu,Ag,Fe,Ni,Mo,Mg0.2Cu0.2Ag0.2Fe0.2Ni0.2Mo2O4,0
Mg,Cu,Ag,Fe,Ni,N,Mg0.2Cu0.2Ag0.2Fe0.2Ni0.2N2O4,0
Mg,Cu,Ag,Fe,Ni,Nb,Mg0.2Cu0.2Ag0.2Fe0.2Ni0.2Nb2O4,0
Mg,Cu,Ag,Fe,Ni,Ni,Mg0.2Cu0.2Ag0.2Fe0.2Ni0.2Ni2O4,0
Mg,Cu,Ag,Fe,Ni,Ru,Mg0.2Cu0.2Ag0.2Fe0.2Ni0.2Ru2O4,1
Mg,Cu,Ag,Fe,Co,Ag,Mg0.2Cu0.2Ag0.2Fe0.2Co0.2Ag2O4,1
Mg,Cu,Ag,Fe,Co,Al,Mg0.2Cu0.2Ag0.2Fe0.2Co0.2Al2O4,1
Mg,Cu,Ag,Fe,Co,B,Mg0.2Cu0.2Ag0.2Fe0.2Co0.2B2O4,0
Mg,Cu,Ag,Fe,Co,Bi,Mg0.2Cu0.2Ag0.2Fe0.2Co0.2Bi2O4,1
Mg,Cu,Ag,Fe,Co,Ti,Mg0.2Cu0.2Ag0.2Fe0.2Co0.2Ti2O4,1
Mg,Cu,Ag,Fe,Co,Co,Mg0.2Cu0.2Ag0.2Fe0.2Co0.2Co2O4,0
Mg,Cu,Ag,Fe,Co,Cr,Mg0.2Cu0.2Ag0.2Fe0.2Co0.2Cr2O4,0
Mg,Cu,Ag,Fe,Co,Cu,Mg0.2Cu0.2Ag0.2Fe0.2Co0.2Cu2O4,0
Mg,Cu,Ag,Fe,Co,Fe,Mg0.2Cu0.2Ag0.2Fe0.2Co0.2Fe2O4,0
Mg,Cu,Ag,Fe,Co,V,Mg0.2Cu0.2Ag0.2Fe0.2Co0.2V2O4,0
Mg,Cu,Ag,Fe,Co,Ga,Mg0.2Cu0.2Ag0.2Fe0.2Co0.2Ga2O4,1
Mg,Cu,Ag,Fe,Co,In,Mg0.2Cu0.2Ag0.2Fe0.2Co0.2In2O4,1
Mg,Cu,Ag,Fe,Co,Mn,Mg0.2Cu0.2Ag0.2Fe0.2Co0.2Mn2O4,0
Mg,Cu,Ag,Fe,Co,Mo,Mg0.2Cu0.2Ag0.2Fe0.2Co0.2Mo2O4,0
Mg,Cu,Ag,Fe,Co,N,Mg0.2Cu0.2Ag0.2Fe0.2Co0.2N2O4,0
Mg,Cu,Ag,Fe,Co,Nb,Mg0.2Cu0.2Ag0.2Fe0.2Co0.2Nb2O4,0
Mg,Cu,Ag,Fe,Co,Ni,Mg0.2Cu0.2Ag0.2Fe0.2Co0.2Ni2O4,0
Mg,Cu,Ag,Fe,Co,Ru,Mg0.2Cu0.2Ag0.2Fe0.2Co0.2Ru2O4,1
Mg,Cu,Ag,Fe,Zn,Ag,Mg0.2Cu0.2Ag0.2Fe0.2Zn0.2Ag2O4,1
Mg,Cu,Ag,Fe,Zn,Al,Mg0.2Cu0.2Ag0.2Fe0.2Zn0.2Al2O4,1
Mg,Cu,Ag,Fe,Zn,B,Mg0.2Cu0.2Ag0.2Fe0.2Zn0.2B2O4,0
Mg,Cu,Ag,Fe,Zn,Bi,Mg0.2Cu0.2Ag0.2Fe0.2Zn0.2Bi2O4,1
Mg,Cu,Ag,Fe,Zn,Ti,Mg0.2Cu0.2Ag0.2Fe0.2Zn0.2Ti2O4,1
Mg,Cu,Ag,Fe,Zn,Co,Mg0.2Cu0.2Ag0.2Fe0.2Zn0.2Co2O4,1
Mg,Cu,Ag,Fe,Zn,Cr,Mg0.2Cu0.2Ag0.2Fe0.2Zn0.2Cr2O4,0
Mg,Cu,Ag,Fe,Zn,Cu,Mg0.2Cu0.2Ag0.2Fe0.2Zn0.2Cu2O4,0
Mg,Cu,Ag,Fe,Zn,Fe,Mg0.2Cu0.2Ag0.2Fe0.2Zn0.2Fe2O4,1
Mg,Cu,Ag,Fe,Zn,V,Mg0.2Cu0.2Ag0.2Fe0.2Zn0.2V2O4,1
Mg,Cu,Ag,Fe,Zn,Ga,Mg0.2Cu0.2Ag0.2Fe0.2Zn0.2Ga2O4,1
Mg,Cu,Ag,Fe,Zn,In,Mg0.2Cu0.2Ag0.2Fe0.2Zn0.2In2O4,1
Mg,Cu,Ag,Fe,Zn,Mn,Mg0.2Cu0.2Ag0.2Fe0.2Zn0.2Mn2O4,0
Mg,Cu,Ag,Fe,Zn,Mo,Mg0.2Cu0.2Ag0.2Fe0.2Zn0.2Mo2O4,0
Mg,Cu,Ag,Fe,Zn,N,Mg0.2Cu0.2Ag0.2Fe0.2Zn0.2N2O4,0
Mg,Cu,Ag,Fe,Zn,Nb,Mg0.2Cu0.2Ag0.2Fe0.2Zn0.2Nb2O4,0
Mg,Cu,Ag,Fe,Zn,Ni,Mg0.2Cu0.2Ag0.2Fe0.2Zn0.2Ni2O4,0
Mg,Cu,Ag,Fe,Zn,Ru,Mg0.2Cu0.2Ag0.2Fe0.2Zn0.2Ru2O4,1
Mg,Cu,Ag,Ni,Co,Ag,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2Ag2O4,1
Mg,Cu,Ag,Ni,Co,Al,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2Al2O4,1
Mg,Cu,Ag,Ni,Co,B,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2B2O4,0
Mg,Cu,Ag,Ni,Co,Bi,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2Bi2O4,1
Mg,Cu,Ag,Ni,Co,Ti,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2Ti2O4,1
Mg,Cu,Ag,Ni,Co,Co,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2Co2O4,0
Mg,Cu,Ag,Ni,Co,Cr,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2Cr2O4,0
Mg,Cu,Ag,Ni,Co,Cu,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2Cu2O4,0
Mg,Cu,Ag,Ni,Co,Fe,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2Fe2O4,0
Mg,Cu,Ag,Ni,Co,V,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2V2O4,0
Mg,Cu,Ag,Ni,Co,Ga,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2Ga2O4,1
Mg,Cu,Ag,Ni,Co,In,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2In2O4,1
Mg,Cu,Ag,Ni,Co,Mn,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2Mn2O4,0
Mg,Cu,Ag,Ni,Co,Mo,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2Mo2O4,0
Mg,Cu,Ag,Ni,Co,N,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2N2O4,0
Mg,Cu,Ag,Ni,Co,Nb,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2Nb2O4,0
Mg,Cu,Ag,Ni,Co,Ni,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2Ni2O4,0
Mg,Cu,Ag,Ni,Co,Ru,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2Ru2O4,1
Mg,Cu,Ag,Ni,Zn,Ag,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2Ag2O4,1
Mg,Cu,Ag,Ni,Zn,Al,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2Al2O4,1
Mg,Cu,Ag,Ni,Zn,B,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2B2O4,0
Mg,Cu,Ag,Ni,Zn,Bi,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2Bi2O4,1
Mg,Cu,Ag,Ni,Zn,Ti,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2Ti2O4,1
Mg,Cu,Ag,Ni,Zn,Co,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2Co2O4,1
Mg,Cu,Ag,Ni,Zn,Cr,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2Cr2O4,0
Mg,Cu,Ag,Ni,Zn,Cu,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2Cu2O4,0
Mg,Cu,Ag,Ni,Zn,Fe,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2Fe2O4,1
Mg,Cu,Ag,Ni,Zn,V,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2V2O4,1
Mg,Cu,Ag,Ni,Zn,Ga,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2Ga2O4,1
Mg,Cu,Ag,Ni,Zn,In,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2In2O4,1
Mg,Cu,Ag,Ni,Zn,Mn,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2Mn2O4,0
Mg,Cu,Ag,Ni,Zn,Mo,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2Mo2O4,0
Mg,Cu,Ag,Ni,Zn,N,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2N2O4,0
Mg,Cu,Ag,Ni,Zn,Nb,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2Nb2O4,0
Mg,Cu,Ag,Ni,Zn,Ni,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2Ni2O4,0
Mg,Cu,Ag,Ni,Zn,Ru,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2Ru2O4,1
Mg,Cu,Ag,Co,Zn,Ag,Mg0.2Cu0.2Ag0.2Co0.2Zn0.2Ag2O4,1
Mg,Cu,Ag,Co,Zn,Al,Mg0.2Cu0.2Ag0.2Co0.2Zn0.2Al2O4,1
Mg,Cu,Ag,Co,Zn,B,Mg0.2Cu0.2Ag0.2Co0.2Zn0.2B2O4,0
Mg,Cu,Ag,Co,Zn,Bi,Mg0.2Cu0.2Ag0.2Co0.2Zn0.2Bi2O4,1
Mg,Cu,Ag,Co,Zn,Ti,Mg0.2Cu0.2Ag0.2Co0.2Zn0.2Ti2O4,1
Mg,Cu,Ag,Co,Zn,Co,Mg0.2Cu0.2Ag0.2Co0.2Zn0.2Co2O4,1
Mg,Cu,Ag,Co,Zn,Cr,Mg0.2Cu0.2Ag0.2Co0.2Zn0.2Cr2O4,0
